@relation 'numeric-weka.filters.unsupervised.attribute.Remove-R1-27,30-56,58-72,74-89,91-93,95-124,127-129,131-137,139-188,190-191,194-198,203-210,212-216,219-229'

@attribute Var28 numeric
@attribute Var29 numeric
@attribute Var57 numeric
@attribute Var73 numeric
@attribute Var90 numeric
@attribute Var94 numeric
@attribute Var125 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var138 numeric
@attribute Var189 numeric
@attribute Var192 numeric
@attribute Var193 numeric
@attribute Var199 numeric
@attribute Var200 numeric
@attribute Var201 numeric
@attribute Var202 numeric
@attribute Var211 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Var230 {0,1}

@data
133.12,?,0.11985,160,?,?,2430,-28,?,?,?,174,46,5197,11601,2,3956,2,221,1,1
381.76,?,3.0171,30,?,118300,8145,-30,?,?,240,123,26,4507,0,0,80,1,14323,1,0
0,?,6.5676,130,?,?,47151,4,?,?,408,181,1,3324,0,0,1277,1,607,2,0
220.08,?,0.15082,144,?,?,1035,?,?,?,174,14,1,414,11845,2,302,1,13902,1,0
79.44,?,2.2611,62,?,11274,864,4,?,?,342,45,17,1411,12510,0,6108,1,19162,2,0
?,?,2.9507,10,?,?,?,4,?,?,?,104,26,3024,0,0,4962,1,9589,1,0
220.08,?,2.7949,60,?,90525,3879,?,?,?,?,106,26,4797,5020,2,3467,1,16776,1,0
253.52,?,4.2884,86,?,95490,17802,?,?,?,162,5,26,1644,12343,2,3209,1,4985,2,0
320.4,?,0.71844,28,?,519,0,4,?,?,?,215,26,4610,0,0,5264,1,15463,1,0
186.64,?,6.7953,28,?,2370,0,?,?,?,252,375,26,2820,0,0,2318,1,6283,2,0
263.52,?,5.2989,42,?,?,22986,?,?,?,420,276,26,6025,0,0,1274,1,4456,1,0
133.12,?,6.0449,48,?,?,8055,?,?,?,?,114,26,5072,0,0,3626,1,3906,2,0
134.24,?,5.8515,62,?,?,70191,?,?,?,?,311,26,6261,16846,0,1900,1,8342,2,0
200,?,2.9378,80,?,33900,58320,?,?,?,?,109,26,6349,18275,2,1284,1,5192,2,0
301.6,?,6.925,64,?,7221,18171,-20,?,?,144,274,26,1272,1490,2,2312,2,3011,1,0
166.56,?,4.4414,86,?,3399,504,62,?,?,?,216,26,2316,12925,0,2351,1,11624,2,0
268.16,?,6.1502,16,?,130960,0,4,?,?,324,360,26,2585,0,0,646,1,4125,1,0
200,?,0.33326,92,?,?,5571,-30,?,?,318,125,26,5614,0,0,3384,1,11680,1,0
286.96,?,3.3371,28,?,?,0,-26,?,?,264,98,26,2316,0,0,3755,1,321,2,0
?,?,6.8789,8,?,?,?,-18,?,0,?,118,26,7342,0,0,4024,2,14801,1,0
250.64,?,3.1312,112,?,1122,3447,?,?,?,?,15,1,5116,0,0,3018,1,7324,1,0
303.28,?,4.232,56,?,196360,981,?,?,?,246,23,26,713,6526,0,841,1,7968,2,0
166.56,?,4.3702,32,?,54036,3078,?,?,?,?,192,26,4109,0,0,5887,1,16362,1,0
220.08,?,3.9536,172,?,?,2988,-22,?,?,?,105,1,6997,1484,2,3958,2,15361,1,0
166.56,?,1.5065,38,?,750080,63459,14,?,?,?,6,26,2123,0,0,4934,1,0,0,0
287.84,?,5.0002,58,?,85002,20160,?,?,?,228,344,26,1665,5357,0,5305,1,0,0,0
186.64,?,0.11066,28,?,?,0,?,?,?,?,325,26,4503,0,0,4076,1,16121,1,1
253.52,?,2.4649,26,?,18282,0,?,?,?,330,247,26,4837,0,0,3225,1,10807,2,0
253.52,?,4.5153,166,?,15954,1035,10,?,?,?,139,1,1877,0,0,3323,1,2010,1,0
166.08,?,1.7428,56,?,?,5679,4,?,?,?,321,26,2316,7789,0,1727,1,12010,2,0
499.92,?,1.5614,12,?,331900,0,4,?,?,?,81,26,2269,0,0,3682,1,5325,1,0
?,?,2.3388,10,?,?,?,-14,?,?,?,209,26,1289,0,0,5818,2,14268,1,0
133.12,?,5.3202,44,?,166450,29691,?,?,?,?,250,26,3992,0,0,1296,1,7717,2,0
300.32,?,2.9492,54,?,?,2268,-30,?,?,258,294,26,5459,9591,2,3467,1,16776,1,0
224.08,?,3.9094,54,?,20337,432,28,?,?,204,357,26,6021,11468,0,194,1,5558,2,0
220.08,?,2.7174,98,?,23256,1260,6,?,?,?,347,26,1691,16097,2,3374,1,8607,1,0
199.84,?,4.0519,12,?,?,0,4,?,?,?,67,26,3978,0,0,5361,1,16581,1,0
220.08,?,5.185,108,?,211340,3915,-28,?,?,?,62,1,5375,4012,2,3230,1,9197,1,0
?,?,3.1064,10,?,?,?,4,?,?,162,0,26,7384,0,0,344,1,13453,1,0
166.56,?,3.787,152,?,154780,15588,6,?,?,378,37,44,6246,11923,2,1163,1,10331,1,0
200,?,2.1064,60,?,?,5553,-2,?,?,?,163,26,5411,21586,2,5613,1,3893,1,0
?,?,0.32792,8,?,?,?,4,?,0,300,194,26,4519,0,0,4743,1,10649,1,0
166.56,?,4.6697,86,?,?,31239,56,?,?,?,374,26,3895,2179,0,1980,1,9937,2,0
200,?,2.3177,34,?,24411,990,10,?,?,?,264,26,4990,0,0,3822,1,15873,2,0
166.56,?,2.1365,48,?,?,48060,?,?,?,276,152,26,2710,14342,0,3992,1,11100,2,0
220.08,?,2.6678,32,?,?,?,-20,?,?,?,15,26,873,0,0,3018,2,7324,1,0
318.16,?,2.1049,34,?,173980,5850,10,?,?,?,384,26,1150,0,0,5437,1,17910,2,0
220.08,?,0.59261,32,?,?,2772,6,?,?,168,226,26,4909,0,0,1121,1,3460,1,0
299.92,?,3.6153,38,?,41172,51894,-24,?,?,420,51,26,80,0,0,6077,2,523,1,0
200,?,1.0639,86,?,?,6327,62,?,?,?,114,26,354,4854,2,2346,1,14278,1,0
230.56,?,3.57,112,?,81774,75186,-4,?,?,168,389,1,1398,7342,2,687,2,11651,1,0
260.16,?,3.0989,50,?,57864,3384,-30,?,?,192,395,26,1703,11172,0,2470,1,6874,2,0
133.12,?,4.3123,48,?,?,1197,-6,?,?,?,378,26,5432,8112,0,3670,1,9696,2,0
0,?,1.32,138,?,?,1935,-30,?,?,?,321,6,8034,2020,0,4636,1,3798,2,0
306.88,?,0.35099,32,?,39903,594,?,?,?,342,189,26,6077,0,0,5839,1,10194,2,0
133.12,?,2.6116,224,?,?,9576,?,?,?,294,250,8,754,13194,0,1638,1,1422,1,0
253.52,?,1.2551,56,?,52233,32166,32,?,?,?,236,26,873,11587,2,4546,1,18942,1,0
66.88,?,0.65264,126,?,9270,94311,-26,?,?,?,107,1,1656,8093,0,1114,1,6723,2,0
321.84,?,1.4971,16,?,63291,0,4,?,?,282,321,26,2820,0,0,803,1,16403,2,0
166.56,?,0.34907,176,?,?,4221,?,?,?,?,56,6,4016,12177,2,2224,1,6230,2,0
166.56,?,4.3399,14,?,186270,0,4,?,?,?,57,6,2060,0,0,100,1,4793,1,0
200,?,6.7048,106,?,11754,73917,?,?,?,?,366,1,3760,13126,0,4554,1,17681,2,0
143.44,?,0.84341,156,?,187570,13968,60,?,?,?,139,44,4117,14041,0,4256,1,5827,2,0
167.2,?,2.3766,42,?,?,23688,-22,?,?,234,369,26,2053,0,0,2594,1,13737,2,0
133.12,?,0.66332,136,?,121120,2160,68,?,?,306,283,1,4887,1747,2,4421,1,16618,2,0
258.24,?,1.0961,18,?,?,0,-28,?,?,372,241,26,6573,0,0,2648,1,15465,1,0
51.132,?,1.8109,34,?,?,108090,-22,?,?,390,7,26,4775,0,0,4728,2,9877,1,0
320.48,?,3.5166,30,?,4092,2421,?,?,?,?,144,26,6082,0,0,4838,2,5229,2,0
166.56,?,5.1077,118,?,53256,40311,50,?,?,222,294,26,4837,14531,0,2819,1,1544,2,0
166.56,?,1.1425,38,?,15690,0,14,?,?,?,76,26,2432,0,0,3086,1,12868,1,0
253.52,?,0.12241,38,?,?,12033,14,?,?,?,393,26,6349,0,0,2680,1,12060,1,0
266.4,?,2.3025,34,?,49692,5211,-30,?,?,?,104,26,4797,0,0,4923,1,2593,2,0
234.72,?,6.624,104,?,?,1062,-18,?,?,144,78,1,2406,4253,2,4076,2,16121,1,0
243.12,?,2.5779,12,?,84,0,4,?,?,186,286,34,4956,0,0,1255,1,555,2,0
320.4,?,4.5191,58,?,141100,7533,4,?,?,216,183,26,3289,7499,0,1271,1,4970,2,0
266.4,?,2.8244,58,?,113240,49689,-26,?,?,?,95,26,6254,6198,0,3549,2,7913,1,0
?,?,5.8218,8,?,?,?,4,?,0,222,352,26,5802,0,0,5819,1,7412,1,0
129.36,?,0.25614,110,?,?,20025,?,?,?,240,106,1,713,0,0,5567,1,0,0,0
196,?,1.5074,154,?,?,12780,-20,?,?,372,49,1,1878,20400,2,2774,2,3758,1,0
133.12,?,0.73595,64,?,?,49806,40,?,?,?,139,26,754,3001,0,4090,1,8816,2,0
166.56,?,5.0491,38,?,71466,99,?,?,?,234,106,26,5484,0,0,3287,1,1081,2,0
286.96,?,2.3659,98,?,66408,35460,?,?,?,150,23,26,1877,5764,0,3023,1,16456,2,0
220.08,?,5.7701,32,?,?,?,-30,?,?,?,158,26,5660,0,0,1953,1,15073,1,0
168.56,?,0.59218,44,?,7068,7146,-18,?,?,228,378,26,2350,0,0,4547,2,2721,2,0
286.96,?,0.88507,14,?,217450,0,4,?,?,?,206,26,3099,0,0,849,1,17544,1,0
?,?,0.58577,6,?,?,?,-20,0,?,222,321,26,5276,0,0,5818,2,14268,1,0
233.44,?,1.9039,48,?,?,15075,?,?,?,222,53,26,3952,763,2,3409,1,6730,1,0
126.4,?,5.106,22,?,?,0,?,?,?,?,189,26,4572,0,0,1922,1,10791,1,0
?,?,0.82546,8,?,?,?,4,?,0,126,366,26,5568,0,0,1527,1,9638,1,0
249.36,?,1.6061,20,?,16833,0,-4,?,?,?,274,26,7534,0,0,860,2,4486,1,0
230.56,?,0.46208,78,?,25275,101520,-4,?,?,216,33,26,6289,13538,0,885,2,13101,1,0
288.16,?,4.7298,84,?,80004,39771,?,?,?,?,144,26,3415,10673,2,4411,1,3452,2,0
269.6,?,2.9359,74,?,20889,14292,?,?,?,228,209,26,3024,4894,0,2210,1,8571,2,0
33.44,?,2.3533,58,?,6438,2916,?,?,?,?,99,6,4837,7568,0,2635,1,18301,2,0
22.08,?,4.6845,12,?,?,0,-30,?,?,318,382,26,3819,0,0,2657,1,14894,2,0
166.56,?,0.028626,30,?,4299,5805,6,?,?,?,104,26,2455,0,0,3686,1,16531,2,0
220.08,?,6.2369,34,?,1941,11520,4,?,?,?,145,26,4915,0,0,952,1,18180,2,0
220.08,?,6.9793,22,?,77175,0,4,?,?,138,79,26,1239,0,0,3159,1,18493,1,0
?,0,6.5612,4,0,?,?,-20,?,?,234,152,26,7465,0,0,1977,2,1856,1,0
?,?,3.831,10,?,?,?,-22,?,?,?,107,26,1125,0,0,3413,2,5440,1,0
166.56,?,3.2378,46,?,27426,45621,22,?,?,?,300,26,5645,0,0,4083,1,16565,1,0
166.56,?,2.1124,20,?,105440,0,4,?,?,?,329,26,5197,0,0,4240,1,18010,2,0
166.56,?,2.4232,82,?,?,113430,?,?,?,?,347,26,7756,19782,0,3285,1,6199,2,0
?,0,4.577,4,0,?,?,-20,?,?,?,264,26,5614,0,0,3889,2,3781,2,0
275.92,?,5.4913,58,?,43824,70587,34,?,?,276,226,26,2710,22522,2,4699,1,1887,1,0
133.12,?,4.2181,176,?,91023,43137,36,?,?,?,233,1,5935,4971,2,3957,1,8121,1,0
300.32,?,2.9088,28,?,66921,0,-22,?,?,276,306,26,6997,0,0,5743,2,3916,2,0
220.08,?,5.4845,64,?,0,36,10,?,?,?,317,26,7352,15062,2,3252,1,1700,2,0
?,?,6.6163,8,?,?,?,4,?,0,174,38,26,7237,0,0,4571,1,1445,2,0
166.56,?,3.7176,58,?,1122,64215,34,?,?,?,346,34,6082,11401,0,296,1,2594,2,0
101.84,?,6.6473,12,?,?,0,-28,?,?,204,37,26,5802,0,0,3163,1,13505,2,0
76.56,?,1.6787,142,?,1836,13851,?,?,?,?,0,6,7820,21422,2,4040,1,15778,2,0
253.52,?,6.148,24,?,15864,0,4,?,?,408,346,26,1265,0,0,314,1,4840,2,0
295.76,?,1.241,12,?,12024,0,4,?,?,138,378,26,7433,0,0,5772,1,1621,2,0
425.6,?,4.2536,40,?,6993,126,-26,?,?,?,130,26,3819,0,0,2826,1,12840,1,0
166.56,?,3.9449,240,?,?,62289,-22,?,?,360,382,1,1479,3990,2,4832,2,8658,1,0
113.68,?,2.2698,38,?,0,7821,?,?,?,192,205,26,414,0,0,69,1,10232,1,0
166.56,?,0.25507,104,?,?,207610,30,?,?,?,382,26,5566,6088,0,781,1,16452,2,0
186.64,?,3.4847,30,?,0,153,4,?,?,330,126,26,2588,0,0,827,1,19040,2,0
189.36,?,5.2764,38,?,36516,25038,14,?,?,210,304,26,235,0,0,3786,1,7343,1,0
?,?,6.1513,6,?,?,?,?,0,?,?,152,26,4272,0,0,862,1,15551,2,0
120.4,?,4.6672,50,?,?,63783,-20,?,?,?,76,26,7476,11835,2,2593,2,17396,1,0
266.96,?,1.5499,60,?,?,10098,36,?,?,?,57,26,4837,16602,2,4025,1,5929,1,0
286.96,?,2.1777,14,?,628510,0,4,?,?,?,109,26,3040,0,0,316,1,6594,2,0
166.56,?,3.6922,30,?,41316,5544,?,?,?,?,393,26,2141,0,0,5043,1,551,1,0
187.36,?,3.8291,56,?,127380,4446,32,?,?,168,380,26,414,14993,2,3096,1,15914,1,0
221.92,?,6.2489,38,?,?,105180,4,?,?,342,374,26,5494,0,0,4086,1,7175,2,0
133.12,?,1.6249,106,?,32430,44154,-30,?,?,?,43,26,5249,16360,0,201,1,16532,2,0
166.56,?,4.3794,34,?,?,0,10,?,?,?,346,26,6209,0,0,6079,1,746,2,0
253.52,?,1.4715,108,?,?,104550,-26,?,?,270,274,1,3058,8042,2,3845,1,14346,1,0
?,0,4.1186,4,0,?,?,-20,?,?,?,393,34,888,0,0,1882,2,3235,1,0
?,0,1.6693,4,0,?,?,-20,?,?,138,81,26,1703,0,0,5611,2,13203,1,1
186.64,?,4.5465,38,?,?,3141,12,?,?,336,181,26,403,0,0,2341,1,2092,2,0
243.44,?,2.6138,228,?,?,13770,34,?,?,?,83,6,1265,2668,0,3339,1,14970,2,0
200,?,6.232,70,?,?,3627,?,?,?,150,257,26,2846,14303,0,3471,1,8425,2,0
?,?,2.8586,8,?,?,?,-18,?,0,?,130,26,7962,0,0,1779,2,2597,1,1
166.56,?,2.4732,50,?,?,66429,26,?,?,324,322,26,7963,745,0,3640,1,10156,1,0
320.4,?,3.2123,72,?,?,15687,?,?,?,?,55,26,7283,17161,2,2541,1,14088,2,0
200,?,1.5751,28,?,?,?,4,?,?,324,107,26,6997,0,0,454,1,2444,1,0
320.4,?,1.1534,156,?,?,38439,?,?,?,?,125,18,6512,855,2,1075,1,8528,1,0
220.48,?,4.0073,204,?,33933,70047,-4,?,?,306,185,2,3992,15786,0,4510,1,14452,2,0
166.56,?,3.981,82,?,?,639,58,?,?,?,325,26,3046,7388,2,3486,1,9513,1,0
210,?,1.7063,116,?,16155,47520,16,?,?,282,155,1,4887,15530,0,1181,1,16262,2,0
286.96,?,0.22987,158,?,?,104780,18,?,?,?,159,1,4056,0,0,4484,1,13241,2,0
220.08,?,6.1209,104,?,7935,48843,?,?,?,?,94,26,1272,1919,0,355,1,8564,2,0
?,?,3.9299,10,?,?,?,4,?,?,234,57,6,4016,0,0,4551,1,18304,2,0
256.64,?,5.2153,38,?,45792,146120,-28,?,?,?,56,26,1412,0,0,302,1,13902,1,1
186.64,?,4.8047,102,?,13095,57249,42,?,?,318,106,26,5568,11331,0,3491,1,16843,1,0
166.56,?,2.3264,196,?,1230,8559,?,?,?,?,155,6,235,17258,2,4904,1,10682,1,0
192.64,?,0.72485,218,?,37158,1890,?,?,?,480,314,1,7855,4728,2,1043,1,5440,1,0
200,?,2.0583,156,?,?,42768,-24,?,?,?,253,18,1412,4443,2,1725,2,12532,1,0
320.4,?,2.9026,84,?,74700,14454,?,?,?,228,81,26,5249,22521,2,6032,1,6802,2,0
186.64,?,6.6552,14,?,118790,0,4,?,?,?,290,26,8034,0,0,3543,1,13430,2,0
166.56,?,3.1451,94,?,11064,6210,28,?,?,?,392,26,2656,21726,0,3378,1,5238,2,0
284,?,3.548,174,?,45036,19170,?,?,?,?,169,18,4513,8517,0,1034,1,17059,2,0
193.28,?,0.022217,56,?,25638,40887,4,?,?,?,257,26,6997,10796,0,4176,1,13601,2,0
635.76,?,0.82803,22,?,?,0,-28,?,?,?,380,26,7987,0,0,3365,2,521,1,1
?,?,5.7629,10,?,?,?,4,?,?,252,210,26,3819,0,0,672,1,1718,2,0
333.76,?,4.1271,40,?,42216,612,?,?,?,?,328,26,2124,0,0,2531,1,1468,1,0
166.56,?,5.1506,82,?,16947,15678,-30,?,?,138,348,26,3415,12786,2,446,1,705,2,0
186.64,?,0.19205,42,?,?,?,12,?,?,372,157,26,6257,0,0,120,1,0,0,0
295.28,?,6.7642,176,?,76725,2556,6,?,?,420,350,1,2053,21530,2,3868,1,2685,1,0
233.44,?,2.4138,146,?,?,38763,?,?,?,504,123,1,7384,5312,2,3451,1,13453,1,0
?,?,2.1814,8,?,?,?,4,?,0,312,81,26,7863,0,0,2651,1,4752,2,0
258.24,?,3.6851,30,?,?,747,6,?,?,?,9,26,4797,0,0,5481,1,211,1,0
200,?,3.5497,54,?,?,10377,-18,?,?,246,55,26,1655,8556,0,2053,2,13724,1,0
133.12,?,1.7436,94,?,4275,23193,?,?,?,408,346,26,2287,0,0,1795,1,4715,2,0
242.56,?,1.6381,44,?,43881,92061,20,?,?,?,148,26,2961,0,0,4218,1,10556,1,0
220.16,?,5.7225,28,?,80226,0,4,?,?,?,121,26,1277,0,0,5305,1,13163,2,0
166.56,?,4.9131,86,?,?,59841,?,?,?,?,9,26,6279,11001,0,3490,1,15165,2,0
133.12,?,0.90515,42,?,28251,12231,?,?,?,204,358,26,1543,0,0,4693,1,3905,1,0
332.72,?,1.7486,20,?,?,0,-30,?,?,?,172,26,2316,0,0,3554,1,5000,2,0
?,?,3.2786,8,?,?,?,4,?,0,?,362,26,7848,0,0,5665,1,11547,2,0
200,?,6.6264,100,?,39309,68409,?,?,?,?,380,26,1212,12380,2,5356,1,1329,1,0
?,?,5.5277,6,?,?,?,-20,0,?,?,145,26,5568,0,0,4597,2,17953,2,0
159.84,?,2.0459,50,?,?,3123,?,?,?,294,50,26,1877,5774,0,1540,1,9812,2,0
?,?,2.7765,8,?,?,?,-16,?,0,?,17,26,728,0,0,4554,2,8933,2,0
?,?,6.0551,8,?,?,?,-18,?,0,?,247,26,1644,0,0,1011,2,16081,1,0
200,?,3.3632,68,?,?,3663,4,?,?,132,64,26,1252,14120,2,879,1,18242,1,0
286.96,?,4.1547,216,?,75651,26775,34,?,?,?,266,49,4837,19918,2,3413,1,5440,1,0
?,?,1.8814,8,?,?,?,-18,?,0,?,282,26,6407,0,0,5465,2,11191,2,0
340.48,?,0.39949,106,?,?,10359,?,?,?,228,374,26,5249,16431,0,2078,1,3845,1,0
406.08,?,0.37727,42,?,79050,45,?,?,?,12,52,26,1479,0,0,2829,1,18628,2,0
186.64,?,5.028,50,?,37578,5103,24,?,?,?,67,26,3181,6222,0,2770,1,16279,2,0
?,?,5.0449,8,?,?,?,-18,?,0,?,370,26,3820,0,0,1614,2,11955,1,0
220.08,?,1.7701,108,?,102360,10827,?,?,?,216,358,1,2710,0,0,4453,1,3491,1,0
?,?,4.3074,10,?,?,?,4,?,?,204,144,26,2316,0,0,175,1,9276,2,0
220.08,?,0.004914,34,?,228,720,-26,?,?,270,106,26,927,0,0,2890,1,9248,1,0
256.4,?,0.74984,100,?,?,3015,4,?,?,330,317,35,6246,15759,0,3992,1,9022,2,0
?,?,5.4805,6,?,?,?,?,0,?,?,231,26,6997,0,0,339,1,13492,2,0
186.64,?,2.3066,20,?,241380,0,4,?,?,?,325,26,3895,0,0,2815,1,16242,1,0
306.08,?,6.6236,124,?,?,108390,-22,?,?,210,67,1,3996,20529,2,5514,2,1807,1,0
200,?,4.0466,58,?,522,3357,34,?,?,318,38,26,1021,13018,0,3735,1,16178,2,0
?,?,1.2089,10,?,?,?,4,?,?,?,109,26,3098,0,0,5789,1,6136,2,0
286.96,?,3.245,46,?,31884,432,20,?,?,?,194,26,5972,0,0,4195,1,14033,1,0
299.36,?,0.22752,60,?,2178,252,?,?,?,?,257,26,6997,651,0,3471,1,6377,2,0
202.56,?,6.1327,106,?,162820,3483,4,?,?,?,257,50,3324,17604,0,616,1,18236,2,0
598,?,2.1726,32,?,30,657,4,?,?,?,217,26,3382,0,0,2540,1,14719,2,0
220.08,?,5.3779,60,?,?,1359,-24,?,?,294,309,26,6997,22321,0,2632,2,1357,2,0
253.52,?,2.7043,58,?,?,486,34,?,?,?,70,26,7198,15078,0,6068,1,15860,2,0
291.04,?,5.7776,140,?,278680,16803,-30,?,?,258,64,1,1277,22549,2,879,1,18242,1,0
304.48,?,1.7998,30,?,?,882,-20,?,?,348,384,26,3289,0,0,3358,2,13453,1,1
186.64,?,2.3249,44,?,?,423,-20,?,?,336,232,26,6479,0,0,202,2,16776,1,0
220.08,?,2.5665,32,?,?,1755,6,?,?,330,325,26,3819,0,0,1190,1,12854,1,0
200,?,5.2527,30,?,?,?,?,?,?,294,393,26,6583,0,0,5874,1,3733,1,0
291.84,?,6.2136,160,?,?,13527,4,?,?,?,232,1,2316,0,0,1981,1,7849,2,0
263.6,?,0.60863,168,?,142990,7695,22,?,?,?,288,1,6098,18525,0,1560,1,6851,2,0
133.12,?,1.3565,78,?,?,17145,-26,?,?,288,335,26,3619,2947,2,250,2,10415,1,0
186.64,?,5.7182,44,?,195,8793,20,?,?,?,5,26,4837,0,0,5992,1,3712,2,0
178.8,?,2.9821,78,?,149320,20979,4,?,?,168,81,26,8034,21331,2,5611,1,13203,1,0
166.56,?,6.1194,108,?,82686,252,6,?,?,426,250,1,7084,2340,2,3406,1,3180,1,0
196.16,?,3.4783,12,?,?,0,4,?,?,210,309,26,5000,0,0,4785,1,1061,2,0
303.36,?,0.163,84,?,460420,86535,-30,?,?,?,321,35,7863,1821,0,4240,1,13177,2,0
?,?,2.6922,8,?,?,?,?,?,0,?,246,26,7962,0,0,2552,1,1862,1,0
254.8,?,3.7746,24,?,3159,0,?,?,?,?,367,26,864,0,0,1188,1,8099,2,0
166.56,?,4.6943,22,?,33294,0,-30,?,?,132,115,26,8105,0,0,700,1,12295,2,0
320.72,?,0.48195,178,?,264860,76815,-22,?,?,?,362,37,4837,21536,2,5354,2,2960,2,0
?,0,5.5497,4,0,?,?,?,?,?,?,44,26,4759,0,0,2844,1,5115,1,0
180.56,?,6.0859,74,?,38130,32751,-18,?,?,186,161,26,7452,6733,2,5470,2,15149,2,0
166.56,?,2.586,74,?,?,76257,48,?,?,108,393,26,7290,4811,2,4898,1,17508,1,0
166.56,?,1.7765,18,?,27819,0,-6,?,?,126,58,26,2373,0,0,2592,1,14798,1,0
289.6,?,0.72036,14,?,?,0,-30,?,?,276,353,26,2678,0,0,1937,1,11116,2,0
133.76,?,3.9588,190,?,?,90522,4,?,?,?,50,1,1478,31,0,809,1,11653,2,0
339.92,?,0.75304,84,?,24036,10485,?,?,?,150,118,26,6502,2296,2,5943,1,8138,1,0
166.56,?,0.68596,16,?,119540,0,4,?,?,288,317,26,1655,0,0,4839,1,129,2,0
366.64,?,5.6167,82,?,401180,13815,?,?,?,?,274,26,443,11777,2,2312,1,3011,1,0
220.08,?,6.2591,50,?,?,1233,26,?,?,318,153,26,6997,10650,2,2739,1,3571,1,0
166.56,?,4.2882,28,?,3669,0,4,?,?,?,373,26,5568,0,0,4294,1,6320,2,0
133.12,?,3.8834,54,?,?,2250,?,?,?,?,166,26,4416,20627,0,3893,1,7336,2,0
788,?,4.8321,66,?,?,46053,40,?,?,?,185,6,7032,5592,0,5101,1,14035,2,0
?,?,2.022,8,?,?,?,4,?,0,288,41,26,2806,0,0,4376,1,875,2,0
363.84,?,5.7518,112,?,8823,1458,?,?,?,264,130,1,1562,20320,2,1259,1,10712,1,0
186.64,?,4.8075,106,?,0,2313,?,?,?,354,109,1,2296,0,0,2117,1,12642,2,0
400.64,?,5.542,76,?,?,45711,?,?,?,?,295,26,5645,15146,0,1177,1,11065,2,0
186.64,?,4.7669,18,?,?,0,4,?,?,?,91,26,4519,0,0,4470,1,12894,2,0
166.56,?,6.8218,28,?,31371,0,4,?,?,210,90,26,6251,0,0,4836,1,7723,2,0
200,?,3.6223,196,?,1212,36135,?,?,?,?,231,37,6822,9951,2,2785,1,7120,2,0
388,?,6.1427,22,?,6222,0,-4,?,?,?,301,26,1150,0,0,4000,1,18962,2,0
300.08,?,0.83209,110,?,147410,18171,?,?,?,642,153,1,2806,5009,2,3757,1,98,1,0
153.2,?,2.263,62,?,?,19827,-30,?,?,294,262,26,2566,19502,0,502,1,10136,2,0
200,?,4.1948,62,?,56121,172470,?,?,?,396,374,26,1573,17617,0,1117,1,11211,2,0
243.44,?,5.8184,22,?,41130,0,4,?,?,?,327,26,6082,0,0,896,1,15113,2,0
286.96,?,6.9449,154,?,27195,5787,-18,?,?,?,348,44,1529,7879,2,1392,2,12378,1,0
208.88,?,1.1914,108,?,?,56007,?,?,?,228,105,26,6289,20997,2,3741,1,8271,1,0
256.56,?,4.3892,178,?,66009,92412,50,?,?,?,172,1,2447,16216,2,1067,1,6534,1,0
233.44,?,1.4982,58,?,?,1071,34,?,?,462,375,26,3289,12999,2,102,1,6420,1,0
56.96,?,5.9252,18,?,?,0,?,?,?,192,100,26,2149,0,0,102,1,0,0,0
353.2,?,4.1709,158,?,156,6228,?,?,?,?,64,1,1277,17425,0,2943,1,14627,1,0
99.68,?,3.4223,114,?,?,765,30,?,?,?,70,26,2337,15078,0,6068,1,15860,2,0
?,?,5.9111,10,?,?,?,-18,?,?,366,79,26,7963,0,0,4297,2,9145,1,0
166.56,?,5.7725,174,?,311880,1845,4,?,?,?,306,6,2053,12190,2,4130,1,4170,1,0
283.12,?,6.7994,14,?,144510,0,4,?,?,?,228,26,2141,0,0,1434,1,10324,2,0
166.56,?,5.8633,96,?,10005,43263,?,?,?,360,164,26,4556,5736,2,4610,1,10311,1,0
230.56,?,4.3788,16,?,?,0,-8,?,?,?,191,26,3647,0,0,305,2,15791,1,0
?,?,0.36616,10,?,?,?,4,?,?,276,360,26,7648,0,0,5874,1,3733,1,0
166.56,?,3.4582,126,?,?,243,28,?,?,276,347,1,3324,7797,2,4918,1,886,1,0
347.68,?,2.4106,14,?,771190,0,4,?,?,?,290,26,1852,0,0,824,1,6220,1,0
220.08,?,2.8428,136,?,?,206050,?,?,?,276,57,44,4845,15500,0,4382,1,16324,2,0
?,0,6.6849,4,0,?,?,-20,?,?,240,83,26,4016,0,0,4968,2,11565,2,0
?,?,1.3352,10,?,?,?,?,?,?,?,215,26,1878,0,0,482,1,5188,1,0
500.4,?,4.6691,46,?,26193,62667,-18,?,?,?,233,26,6419,4972,2,3957,2,8121,1,0
20.08,?,1.1201,86,?,?,2925,10,?,?,?,79,6,7855,4951,0,4101,1,5446,1,0
133.12,?,6.934,164,?,360,37233,-20,?,?,?,367,6,232,997,0,2472,2,14571,2,0
176.56,?,1.2386,146,?,158340,21420,?,?,?,276,181,1,4767,3766,0,6092,1,3699,2,0
188.88,?,3.5826,12,?,16275,0,4,?,?,?,288,26,5859,0,0,704,1,3656,2,0
166.56,?,0.72271,34,?,89100,34812,10,?,?,?,109,26,80,0,0,3893,1,11053,2,0
308.64,?,5.6259,40,?,1035,104800,-26,?,?,354,94,26,6254,0,0,355,1,7819,2,0
